transaction_id,customer_id,transaction_date,amount,transaction_type,is_cash_transaction,is_cross_border,country_code
TXN00000156,CUST000777,2022-06-17 12:07:20,741.4,payment,0,0,US
TXN00000157,CUST000815,2022-06-17 13:51:20,192.48,transfer,0,0,US
TXN00000158,CUST003599,2022-06-17 15:11:20,252.62,deposit,0,0,US
TXN00000159,CUST003205,2022-06-17 15:19:20,1277.58,withdrawal,1,0,US
TXN00000160,CUST001523,2022-06-17 16:32:20,200.07,deposit,1,0,US
TXN00000161,CUST000532,2022-06-17 17:19:20,150.72,transfer,0,0,US
TXN00000162,CUST001076,2022-06-17 17:56:20,946.65,deposit,0,1,LC
TXN00000163,CUST000875,2022-06-17 19:31:20,198.19,transfer,0,0,US
TXN00000164,CUST000728,2022-06-17 21:27:20,212.43,deposit,1,0,US
TXN00000165,CUST000181,2022-06-17 23:28:20,597.73,transfer,0,0,US
TXN00000166,CUST001306,2022-06-17 23:57:20,120.11,transfer,0,0,US
TXN00000167,CUST000599,2022-06-18 00:01:20,352.58,payment,0,0,US
TXN00000168,CUST001802,2022-06-18 01:04:20,10.0,transfer,0,0,US
TXN00000169,CUST000641,2022-06-18 01:08:20,465.27,deposit,1,0,US
TXN00000170,CUST000941,2022-06-18 03:28:20,190.54,transfer,1,0,US
TXN00000171,CUST000090,2022-06-18 03:49:20,300.42,withdrawal,1,0,US
TXN00000172,CUST005000,2022-06-18 06:27:20,407.24,deposit,1,0,US
TXN00000173,CUST001181,2022-06-18 10:32:20,189.35,payment,0,1,ER
TXN00000174,CUST000041,2022-06-18 11:40:20,91.8,transfer,0,0,US
TXN00000175,CUST001299,2022-06-18 11:41:20,8964.68,deposit,1,0,US
TXN00000176,CUST003405,2022-06-18 13:03:20,132.65,payment,0,0,US
TXN00000177,CUST002469,2022-06-18 14:15:20,160.65,deposit,0,0,US
TXN00000178,CUST002012,2022-06-18 14:37:20,4690.23,transfer,0,0,US
TXN00000179,CUST000251,2022-06-18 15:08:20,467.74,deposit,1,0,US
TXN00000180,CUST001787,2022-06-18 15:30:20,396.41,transfer,0,0,US
TXN00000181,CUST002423,2022-06-18 15:31:20,145.12,withdrawal,0,0,US
TXN00000182,CUST001417,2022-06-18 17:02:20,167.3,transfer,0,1,GE
TXN00000183,CUST003721,2022-06-18 17:24:20,330.0,withdrawal,1,1,SC
TXN00000184,CUST000541,2022-06-18 18:02:20,201.45,transfer,1,0,US
TXN00000185,CUST000463,2022-06-18 18:23:20,424.45,deposit,0,0,US
TXN00000186,CUST003395,2022-06-18 19:38:20,353.72,payment,0,0,US
TXN00000187,CUST001637,2022-06-18 20:13:20,205.17,payment,0,0,US
TXN00000188,CUST000003,2022-06-18 22:43:20,778.33,deposit,1,1,KH
TXN00000189,CUST000727,2022-06-18 23:59:20,366.32,payment,0,0,US
TXN00000190,CUST003252,2022-06-19 00:16:20,193.27,payment,0,0,US
TXN00000191,CUST000047,2022-06-19 01:40:20,10.0,transfer,0,1,MK
TXN00000192,CUST000006,2022-06-19 02:21:20,424.41,withdrawal,1,0,US
TXN00000193,CUST000551,2022-06-19 03:28:20,308.89,payment,0,0,US
TXN00000194,CUST004090,2022-06-19 04:23:20,130.01,payment,1,1,AF
TXN00000195,CUST003863,2022-06-19 04:42:20,180.5,withdrawal,1,0,US
TXN00000196,CUST001219,2022-06-19 05:12:20,10.0,transfer,0,0,US
TXN00000197,CUST001343,2022-06-19 10:33:20,82.72,payment,0,0,US
TXN00000198,CUST000673,2022-06-19 11:19:20,75.13,payment,0,1,CO
TXN00000199,CUST000466,2022-06-19 12:44:20,798.29,payment,1,1,BM
TXN00000200,CUST002815,2022-06-19 13:05:20,84.4,payment,0,0,US
TXN00000201,CUST000188,2022-06-19 13:44:20,10173.09,transfer,0,1,TN
TXN00000202,CUST001114,2022-06-19 16:01:20,8421.76,payment,1,0,US
TXN00000203,CUST001678,2022-06-19 16:08:20,120.67,withdrawal,1,1,BW
TXN00000204,CUST000183,2022-06-19 18:30:20,198.46,deposit,0,0,US
TXN00000205,CUST001222,2022-06-19 20:01:20,266.26,withdrawal,1,0,US
TXN00000206,CUST001437,2022-06-19 21:02:20,10.0,transfer,0,1,JE
TXN00000207,CUST002262,2022-06-19 21:16:20,28.38,transfer,1,0,US
TXN00000208,CUST000447,2022-06-19 21:33:20,306.3,withdrawal,1,0,US
TXN00000209,CUST000579,2022-06-19 21:45:20,230.94,transfer,0,0,US
TXN00000210,CUST001405,2022-06-19 22:37:20,246.71,transfer,1,0,US
TXN00000211,CUST005000,2022-06-19 23:10:20,184.02,withdrawal,1,1,SB
TXN00000212,CUST000409,2022-06-19 23:40:20,7896.68,deposit,1,0,US
TXN00000213,CUST005000,2022-06-20 00:32:20,101.25,deposit,1,0,US
TXN00000214,CUST002089,2022-06-20 00:38:20,9800.57,transfer,0,0,US
TXN00000215,CUST002916,2022-06-20 00:54:20,189.17,payment,1,0,US
TXN00000216,CUST000157,2022-06-20 02:47:20,1724.94,withdrawal,1,0,US
TXN00000217,CUST000596,2022-06-20 03:35:20,538.27,transfer,0,0,US
TXN00000218,CUST000100,2022-06-20 05:24:20,89.42,deposit,1,1,ZW
TXN00000219,CUST000775,2022-06-20 06:04:20,614.95,payment,0,1,AF
TXN00000220,CUST005000,2022-06-20 07:05:20,79.32,payment,0,1,TJ
TXN00000221,CUST000186,2022-06-20 07:50:20,287.81,transfer,0,1,TV
TXN00000222,CUST001378,2022-06-20 09:41:20,26.12,payment,0,1,CA
TXN00000223,CUST000011,2022-06-20 10:50:20,274.83,withdrawal,1,0,US
TXN00000224,CUST002079,2022-06-20 12:39:20,620.33,transfer,1,0,US
TXN00000225,CUST000367,2022-06-20 12:58:20,10.0,transfer,0,0,US
TXN00000226,CUST000232,2022-06-20 14:13:20,553.19,withdrawal,1,0,US
TXN00000227,CUST000686,2022-06-20 14:39:20,369.47,payment,0,0,US
TXN00000228,CUST002458,2022-06-20 14:48:20,158.5,deposit,1,0,US
TXN00000229,CUST000188,2022-06-20 15:52:20,733.69,payment,0,1,ZA
TXN00000230,CUST000436,2022-06-20 16:19:20,250.22,payment,0,0,US
TXN00000231,CUST000015,2022-06-20 17:25:20,1424.91,withdrawal,1,0,US
TXN00000232,CUST005000,2022-06-20 17:54:20,100.33,transfer,0,1,ST
TXN00000233,CUST001495,2022-06-20 18:37:20,8497.46,transfer,0,0,US
TXN00000234,CUST002122,2022-06-20 19:13:20,231.72,transfer,0,0,US
TXN00000235,CUST001757,2022-06-20 19:23:20,288.32,deposit,1,1,PS
TXN00000236,CUST000260,2022-06-20 21:23:20,10.0,transfer,0,0,US
TXN00000237,CUST001507,2022-06-20 21:29:20,10.0,transfer,0,0,US
TXN00000238,CUST000235,2022-06-20 21:30:20,225.69,deposit,1,0,US
TXN00000239,CUST000855,2022-06-20 22:41:20,255.29,transfer,0,0,US
TXN00000240,CUST001403,2022-06-20 22:43:20,2453.23,payment,0,1,DE
TXN00000241,CUST001365,2022-06-20 23:01:20,759.67,deposit,0,1,GL
TXN00000242,CUST000212,2022-06-20 23:11:20,272.91,payment,1,0,US
TXN00000243,CUST000059,2022-06-20 23:39:20,1312.28,transfer,0,0,US
TXN00000244,CUST002668,2022-06-20 23:59:20,8080.35,deposit,1,0,US
TXN00000245,CUST002158,2022-06-21 00:54:20,15.26,withdrawal,1,0,US
TXN00000246,CUST000143,2022-06-21 01:40:20,855.27,withdrawal,1,0,US
TXN00000247,CUST000228,2022-06-21 01:53:20,463.16,deposit,1,0,US
TXN00000248,CUST003719,2022-06-21 02:59:20,366.66,withdrawal,1,0,US
TXN00000249,CUST002444,2022-06-21 03:24:20,220.32,transfer,0,1,TN
TXN00000250,CUST005000,2022-06-21 04:10:20,10.0,transfer,0,0,US
TXN00000251,CUST000489,2022-06-21 05:09:20,94.9,deposit,1,0,US
TXN00000252,CUST001116,2022-06-21 05:33:20,244.69,transfer,0,0,US
TXN00000253,CUST000450,2022-06-21 05:49:20,3254.64,withdrawal,1,0,US
TXN00000254,CUST001625,2022-06-21 06:19:20,1064.84,deposit,0,0,US
TXN00000255,CUST000205,2022-06-21 07:36:20,633.84,withdrawal,0,0,US
TXN00000256,CUST000227,2022-06-21 11:58:20,24.69,transfer,0,0,US
TXN00000257,CUST000125,2022-06-21 12:16:20,30.87,payment,0,0,US
TXN00000258,CUST001972,2022-06-21 12:25:20,1797.09,payment,0,0,US
TXN00000259,CUST001136,2022-06-21 13:24:20,180.25,payment,0,0,US
TXN00000260,CUST001603,2022-06-21 14:21:20,10.0,deposit,0,0,US
TXN00000261,CUST003525,2022-06-21 14:38:20,15391.71,transfer,0,0,US
TXN00000262,CUST002248,2022-06-21 14:47:20,170.73,withdrawal,1,0,US
TXN00000263,CUST001033,2022-06-21 16:23:20,119.27,transfer,1,0,US
TXN00000264,CUST005000,2022-06-21 16:35:20,169.17,deposit,0,0,US
TXN00000265,CUST001016,2022-06-21 16:55:20,10.0,payment,0,0,US
TXN00000266,CUST000199,2022-06-21 17:06:20,1620.62,withdrawal,1,0,US
TXN00000267,CUST005000,2022-06-21 17:36:20,1210.32,transfer,0,0,US
TXN00000268,CUST000039,2022-06-21 18:30:20,41.24,withdrawal,0,0,US
TXN00000269,CUST001331,2022-06-21 20:00:20,156.47,withdrawal,0,0,US
TXN00000270,CUST000617,2022-06-21 20:04:20,438.27,transfer,0,0,US
TXN00000271,CUST001168,2022-06-21 21:25:20,160.21,payment,0,0,US
TXN00000272,CUST001364,2022-06-21 22:40:20,81.8,payment,0,0,US
TXN00000273,CUST000458,2022-06-21 22:42:20,106.85,payment,0,0,US
TXN00000274,CUST001357,2022-06-21 22:48:20,495.65,withdrawal,1,0,US
TXN00000275,CUST002352,2022-06-21 22:49:20,126.29,deposit,1,0,US
TXN00000276,CUST000517,2022-06-22 01:01:20,10.0,deposit,1,0,US
TXN00000277,CUST000806,2022-06-22 03:01:20,195.28,deposit,1,0,US
TXN00000278,CUST000521,2022-06-22 05:09:20,1459.84,transfer,0,0,US
TXN00000279,CUST002864,2022-06-22 05:18:20,901.6,withdrawal,1,0,US
TXN00000280,CUST002152,2022-06-22 07:00:20,239.34,transfer,1,0,US
TXN00000281,CUST003416,2022-06-22 08:10:20,147.5,transfer,0,0,US
TXN00000282,CUST000311,2022-06-22 09:23:20,100.63,payment,0,1,IL
TXN00000283,CUST000128,2022-06-22 09:32:20,590.3,transfer,0,0,US
TXN00000284,CUST000212,2022-06-22 10:00:20,204.95,payment,0,0,US
TXN00000285,CUST000293,2022-06-22 10:32:20,137.67,withdrawal,1,0,US
TXN00000286,CUST001270,2022-06-22 10:36:20,327.92,withdrawal,0,0,US
TXN00000287,CUST005000,2022-06-22 13:05:20,150.05,transfer,0,0,US
TXN00000288,CUST000737,2022-06-22 16:07:20,1186.44,transfer,0,0,US
TXN00000289,CUST005000,2022-06-22 17:45:20,269.85,transfer,0,1,KW
TXN00000290,CUST000065,2022-06-22 17:50:20,854.96,payment,0,0,US
TXN00000291,CUST004360,2022-06-22 18:10:20,13.96,transfer,0,0,US
TXN00000292,CUST000334,2022-06-22 18:33:20,1061.86,deposit,1,0,US
TXN00000293,CUST004060,2022-06-22 19:28:20,144.29,transfer,1,0,US
TXN00000294,CUST000097,2022-06-22 21:33:20,1718.5,deposit,1,0,US
TXN00000295,CUST004935,2022-06-22 23:05:20,231.29,withdrawal,1,0,US
TXN00000296,CUST000374,2022-06-22 23:55:20,7069.98,payment,1,0,US
TXN00000297,CUST000601,2022-06-23 00:52:20,160.66,deposit,1,1,LV
TXN00000298,CUST001126,2022-06-23 02:41:20,863.28,payment,0,0,US
TXN00000299,CUST000799,2022-06-23 03:14:20,24.96,deposit,1,1,BJ
TXN00000300,CUST001836,2022-06-23 03:49:20,1277.02,deposit,1,0,US
TXN00000301,CUST005000,2022-06-23 03:50:20,280.66,transfer,0,0,US
TXN00000302,CUST001555,2022-06-23 04:36:20,245.26,payment,1,0,US
TXN00000303,CUST002131,2022-06-23 05:07:20,1042.72,deposit,1,0,US
TXN00000304,CUST000154,2022-06-23 06:30:20,205.38,deposit,0,1,LT
TXN00000305,CUST001648,2022-06-23 08:52:20,165.67,withdrawal,1,0,US
TXN00000306,CUST001009,2022-06-23 12:49:20,1059.46,transfer,0,0,US
TXN00000307,CUST003617,2022-06-23 13:02:20,1204.63,transfer,0,0,US
TXN00000308,CUST000819,2022-06-23 13:49:20,30.28,deposit,0,0,US
TXN00000309,CUST001897,2022-06-23 14:05:20,5474.53,transfer,0,1,FJ
TXN00000310,CUST000432,2022-06-23 14:24:20,1547.53,deposit,1,0,US
TXN00000311,CUST000501,2022-06-23 15:09:20,1036.81,withdrawal,1,0,US
TXN00000312,CUST000787,2022-06-23 20:27:20,659.78,payment,0,0,US
TXN00000313,CUST000605,2022-06-23 21:36:20,1353.25,payment,0,1,MC
TXN00000314,CUST000489,2022-06-23 21:50:20,361.28,payment,0,1,LY
TXN00000315,CUST000085,2022-06-23 22:28:20,217.21,withdrawal,1,1,MO
TXN00000316,CUST003021,2022-06-23 23:41:20,1455.49,transfer,0,0,US
TXN00000317,CUST000111,2022-06-23 23:53:20,89.36,payment,0,0,US
TXN00000318,CUST003640,2022-06-24 00:58:20,165.87,transfer,0,0,US
TXN00000319,CUST000224,2022-06-24 01:13:20,10.0,transfer,0,0,US
TXN00000320,CUST000113,2022-06-24 02:37:20,913.94,transfer,0,0,US
TXN00000321,CUST001380,2022-06-24 02:42:20,12082.1,transfer,0,0,US
TXN00000322,CUST001164,2022-06-24 03:15:20,257.5,transfer,0,1,TM
TXN00000323,CUST001127,2022-06-24 04:16:20,151.57,transfer,0,0,US
TXN00000324,CUST001425,2022-06-24 04:23:20,124.14,transfer,0,0,US
TXN00000325,CUST000564,2022-06-24 05:44:20,10.0,payment,0,1,MF
TXN00000326,CUST001813,2022-06-24 06:16:20,400.44,transfer,1,1,NC
TXN00000327,CUST001164,2022-06-24 06:17:20,1181.43,transfer,0,0,US
TXN00000328,CUST000680,2022-06-24 07:15:20,1355.18,payment,0,0,US
TXN00000329,CUST002920,2022-06-24 10:29:20,137.96,transfer,1,1,LU
TXN00000330,CUST002169,2022-06-24 10:37:20,306.37,transfer,0,0,US
TXN00000331,CUST000834,2022-06-24 11:34:20,314.0,payment,0,0,US
TXN00000332,CUST003136,2022-06-24 13:06:20,138.37,deposit,1,0,US
TXN00000333,CUST004215,2022-06-24 14:12:20,303.82,transfer,0,0,US
TXN00000334,CUST001283,2022-06-24 17:17:20,426.01,deposit,1,0,US
TXN00000335,CUST000404,2022-06-24 17:48:20,40.22,withdrawal,1,0,US
TXN00000336,CUST004125,2022-06-24 18:01:20,10.0,withdrawal,1,0,US
TXN00000337,CUST000351,2022-06-24 18:05:20,36.5,withdrawal,1,0,US
TXN00000338,CUST000083,2022-06-24 19:03:20,263.52,payment,0,0,US
TXN00000339,CUST000662,2022-06-24 19:54:20,1076.79,transfer,0,0,US
TXN00000340,CUST002164,2022-06-24 20:07:20,76.82,transfer,0,0,US
TXN00000341,CUST004280,2022-06-24 20:49:20,10.0,withdrawal,0,1,LV
TXN00000342,CUST001691,2022-06-24 20:55:20,148.25,payment,0,0,US
