transaction_id,customer_id,transaction_date,amount,transaction_type,is_cash_transaction,is_cross_border,country_code
TXN00000038,CUST000035,2022-06-15 21:43:09,13.64,withdrawal,1,0,US
TXN00000039,CUST000385,2022-06-15 21:54:09,237.83,withdrawal,0,1,BL
TXN00000040,CUST000194,2022-06-16 01:43:09,17214.01,withdrawal,1,1,GQ
TXN00000041,CUST000044,2022-06-16 02:34:09,338.08,payment,0,0,US
TXN00000042,CUST000228,2022-06-16 05:27:09,10.0,payment,0,0,US
TXN00000043,CUST000012,2022-06-16 06:50:09,47.03,transfer,0,1,GL
TXN00000044,CUST000801,2022-06-16 07:30:09,310.51,withdrawal,1,0,US
TXN00000045,CUST000100,2022-06-16 08:01:09,10.0,transfer,0,1,FI
TXN00000046,CUST000363,2022-06-16 08:47:09,1970.87,deposit,1,0,US
TXN00000047,CUST000125,2022-06-16 10:26:09,207.87,transfer,0,1,AX
TXN00000048,CUST000245,2022-06-16 12:09:09,11815.75,transfer,0,0,US
TXN00000049,CUST000264,2022-06-16 12:13:09,220.28,payment,0,1,KY
TXN00000050,CUST000069,2022-06-16 13:43:09,262.5,deposit,1,1,GB
TXN00000051,CUST001000,2022-06-16 13:43:09,207.86,transfer,0,1,BY
TXN00000052,CUST000498,2022-06-16 17:03:09,182.92,transfer,0,0,US
TXN00000053,CUST000936,2022-06-16 18:57:09,307.59,withdrawal,1,1,US
TXN00000054,CUST000751,2022-06-16 20:04:09,339.26,transfer,0,0,US
TXN00000055,CUST000304,2022-06-16 22:37:09,292.49,payment,0,0,US
TXN00000056,CUST000850,2022-06-16 23:00:09,11390.49,payment,0,0,US
TXN00000057,CUST000031,2022-06-16 23:10:09,1103.07,transfer,0,0,US
TXN00000058,CUST000073,2022-06-17 00:43:09,142.49,deposit,0,1,CW
TXN00000059,CUST000016,2022-06-17 04:43:09,280.38,payment,0,0,US
TXN00000060,CUST000132,2022-06-17 06:39:09,172.47,transfer,0,1,MP
TXN00000061,CUST000165,2022-06-17 10:52:09,199.91,withdrawal,1,0,US
TXN00000062,CUST000106,2022-06-17 10:53:09,116.53,deposit,1,0,US
TXN00000063,CUST000589,2022-06-17 10:55:09,10.0,deposit,1,1,KY
TXN00000064,CUST000148,2022-06-17 15:02:09,6892.27,deposit,1,0,US
TXN00000065,CUST000110,2022-06-17 16:23:09,200.98,transfer,0,0,US
TXN00000066,CUST000261,2022-06-17 17:10:09,145.78,deposit,1,0,US
TXN00000067,CUST000051,2022-06-17 19:22:09,10.0,deposit,1,0,US
TXN00000068,CUST000541,2022-06-17 21:18:09,31.87,withdrawal,1,0,US
TXN00000069,CUST000026,2022-06-17 23:19:09,215.68,transfer,1,0,US
TXN00000070,CUST001000,2022-06-17 23:48:09,247.1,deposit,1,1,ML
TXN00000071,CUST000494,2022-06-18 02:50:09,324.72,deposit,1,0,US
TXN00000072,CUST000074,2022-06-18 03:19:09,245.95,deposit,0,0,US
TXN00000073,CUST000002,2022-06-18 06:24:09,188.56,transfer,0,0,US
TXN00000074,CUST000564,2022-06-18 11:32:09,403.96,deposit,1,0,US
TXN00000075,CUST000410,2022-06-18 16:53:09,227.69,transfer,0,0,US
TXN00000076,CUST000436,2022-06-18 17:53:09,391.2,deposit,1,0,US
TXN00000077,CUST000492,2022-06-18 23:50:09,10064.32,deposit,1,0,US
TXN00000078,CUST000026,2022-06-19 01:31:09,2296.78,withdrawal,1,1,MS
TXN00000079,CUST000148,2022-06-19 02:12:09,1582.24,deposit,0,0,US
TXN00000080,CUST000042,2022-06-19 04:33:09,425.98,deposit,1,0,US
TXN00000081,CUST000663,2022-06-19 12:56:09,725.8,withdrawal,1,0,US
TXN00000082,CUST000326,2022-06-19 15:52:09,135.82,withdrawal,0,0,US
TXN00000083,CUST000134,2022-06-19 21:36:09,10.0,transfer,0,0,US
TXN00000084,CUST000022,2022-06-20 00:45:09,664.31,deposit,1,0,US
TXN00000085,CUST000125,2022-06-20 06:56:09,6652.14,payment,1,0,US
TXN00000086,CUST000132,2022-06-20 07:41:09,279.12,payment,0,0,US
TXN00000087,CUST000436,2022-06-20 12:30:09,147.03,transfer,0,0,US
TXN00000088,CUST000339,2022-06-20 14:30:09,506.74,withdrawal,1,1,VE
TXN00000089,CUST000728,2022-06-20 15:37:09,893.16,payment,1,1,LT
TXN00000090,CUST000214,2022-06-20 18:28:09,546.31,deposit,1,0,US
TXN00000091,CUST000043,2022-06-20 19:14:09,41.58,deposit,0,0,US
TXN00000092,CUST000417,2022-06-20 21:14:09,1321.05,deposit,1,0,US
TXN00000093,CUST000477,2022-06-20 21:21:09,159.74,payment,1,0,US
TXN00000094,CUST000275,2022-06-20 22:57:09,689.42,withdrawal,1,0,US
TXN00000095,CUST000492,2022-06-21 00:45:09,104.49,payment,1,0,US
TXN00000096,CUST000227,2022-06-21 02:59:09,13254.23,withdrawal,1,0,US
TXN00000097,CUST000247,2022-06-21 04:01:09,72.86,payment,0,0,US
TXN00000098,CUST000186,2022-06-21 04:11:09,166.14,payment,0,0,US
TXN00000099,CUST000009,2022-06-21 05:00:09,24.28,payment,0,0,US
TXN00000100,CUST000039,2022-06-21 05:19:09,289.0,transfer,0,1,MO
TXN00000101,CUST000011,2022-06-21 05:24:09,13689.81,payment,0,0,US
TXN00000102,CUST000338,2022-06-21 12:16:09,1467.36,payment,1,0,US
TXN00000103,CUST000126,2022-06-21 13:15:09,386.43,withdrawal,1,0,US
TXN00000104,CUST000237,2022-06-21 15:28:09,205.09,withdrawal,0,0,US
TXN00000105,CUST000794,2022-06-21 16:46:09,16.32,transfer,0,0,US
TXN00000106,CUST000096,2022-06-21 17:27:09,10089.89,withdrawal,1,0,US
TXN00000107,CUST000177,2022-06-21 18:29:09,351.26,transfer,0,0,US
TXN00000108,CUST000470,2022-06-21 19:51:09,333.76,deposit,1,0,US
TXN00000109,CUST000087,2022-06-21 19:55:09,173.8,transfer,1,0,US
TXN00000110,CUST000027,2022-06-21 22:40:09,337.23,deposit,1,0,US
TXN00000111,CUST000115,2022-06-22 00:38:09,49.96,withdrawal,1,0,US
TXN00000112,CUST000059,2022-06-22 02:52:09,3773.05,withdrawal,0,0,US
TXN00000113,CUST000885,2022-06-22 03:21:09,56.83,payment,0,0,US
TXN00000114,CUST000551,2022-06-22 08:01:09,328.75,deposit,1,0,US
TXN00000115,CUST000335,2022-06-22 09:02:09,10.22,payment,1,0,US
TXN00000116,CUST000684,2022-06-22 10:23:09,244.57,transfer,0,0,US
TXN00000117,CUST000543,2022-06-22 10:27:09,1908.66,transfer,0,0,US
TXN00000118,CUST000069,2022-06-22 10:40:09,391.2,deposit,1,1,UA
TXN00000119,CUST000744,2022-06-22 15:58:09,136.63,deposit,1,0,US
TXN00000120,CUST000259,2022-06-22 18:01:09,37.94,transfer,0,0,US
TXN00000121,CUST000550,2022-06-22 18:24:09,8062.52,deposit,1,0,US
TXN00000122,CUST000755,2022-06-22 20:03:09,346.47,transfer,1,0,US
TXN00000123,CUST000128,2022-06-23 02:34:09,10.0,payment,0,0,US
TXN00000124,CUST000039,2022-06-23 03:40:09,45.99,deposit,0,0,US
TXN00000125,CUST000087,2022-06-23 04:27:09,21.24,transfer,0,1,MT
TXN00000126,CUST000186,2022-06-23 06:07:09,161.06,payment,1,1,TW
TXN00000127,CUST000568,2022-06-23 12:53:09,348.89,payment,0,0,US
TXN00000128,CUST000658,2022-06-23 13:56:09,10.0,payment,0,0,US
TXN00000129,CUST000003,2022-06-23 20:18:09,18.75,payment,0,0,US
TXN00000130,CUST000239,2022-06-23 21:27:09,354.54,withdrawal,0,1,MU
TXN00000131,CUST000181,2022-06-24 04:07:09,313.58,payment,0,0,US
TXN00000132,CUST000084,2022-06-24 14:03:09,287.15,payment,1,0,US
TXN00000133,CUST000043,2022-06-24 17:08:09,292.61,transfer,0,0,US
TXN00000134,CUST000138,2022-06-24 17:52:09,273.65,withdrawal,1,0,US
TXN00000135,CUST000955,2022-06-24 17:56:09,1458.16,withdrawal,1,0,US
TXN00000136,CUST000131,2022-06-24 19:45:09,173.79,withdrawal,1,0,US
TXN00000137,CUST000244,2022-06-24 22:47:09,585.42,deposit,0,0,US
TXN00000138,CUST000405,2022-06-25 06:32:09,482.87,transfer,0,0,US
TXN00000139,CUST000151,2022-06-25 06:40:09,6429.64,transfer,0,1,GS
TXN00000140,CUST001000,2022-06-25 07:42:09,208.28,transfer,0,0,US
TXN00000141,CUST001000,2022-06-25 10:16:09,501.27,deposit,1,0,US
TXN00000142,CUST000097,2022-06-25 10:25:09,10.0,transfer,0,0,US
TXN00000143,CUST000230,2022-06-25 10:31:09,9094.14,deposit,0,1,GI
TXN00000144,CUST000120,2022-06-25 14:32:09,75.74,deposit,1,0,US
TXN00000145,CUST000112,2022-06-25 23:59:09,79.54,transfer,0,0,US
TXN00000146,CUST000013,2022-06-26 00:52:09,209.91,withdrawal,1,0,US
TXN00000147,CUST000314,2022-06-26 06:02:09,236.21,deposit,1,0,US
TXN00000148,CUST000233,2022-06-26 06:27:09,169.65,withdrawal,1,0,US
TXN00000149,CUST000018,2022-06-26 11:21:09,41.7,transfer,0,0,US
TXN00000150,CUST000109,2022-06-26 11:36:09,673.67,transfer,0,0,US
TXN00000151,CUST000797,2022-06-26 17:45:09,610.63,withdrawal,1,0,US
TXN00000152,CUST000092,2022-06-26 23:52:09,127.0,deposit,0,1,CO
TXN00000153,CUST000053,2022-06-27 11:03:09,1122.3,transfer,0,0,US
TXN00000154,CUST000225,2022-06-27 13:59:09,311.9,payment,0,0,US
TXN00000155,CUST001000,2022-06-27 17:09:09,10.0,transfer,1,0,US
TXN00000156,CUST000093,2022-06-27 20:15:09,342.98,payment,0,0,US
TXN00000157,CUST000372,2022-06-28 00:42:09,105.5,transfer,0,0,US
TXN00000158,CUST000478,2022-06-28 02:29:09,131.28,transfer,0,0,US
TXN00000159,CUST000091,2022-06-28 13:12:09,8050.72,payment,0,0,US
TXN00000160,CUST000435,2022-06-28 20:34:09,1232.69,transfer,0,0,US
TXN00000161,CUST000153,2022-06-29 15:39:09,99.89,payment,0,0,US
TXN00000162,CUST000334,2022-06-29 18:23:09,128.1,withdrawal,1,0,US
TXN00000163,CUST000335,2022-06-30 01:09:09,320.74,payment,1,0,US
TXN00000164,CUST000256,2022-06-30 02:05:09,123.03,transfer,0,0,US
TXN00000165,CUST000032,2022-06-30 03:07:09,252.75,payment,0,0,US
TXN00000166,CUST000602,2022-06-30 04:52:09,1462.05,deposit,0,0,US
TXN00000167,CUST000129,2022-06-30 06:00:09,1907.32,transfer,0,0,US
TXN00000168,CUST000069,2022-06-30 07:12:09,264.96,payment,0,0,US
TXN00000169,CUST000014,2022-06-30 07:30:09,181.9,deposit,1,0,US
TXN00000170,CUST000298,2022-06-30 09:12:09,296.91,transfer,0,0,US
TXN00000171,CUST000378,2022-06-30 09:24:09,13672.19,payment,0,1,GP
TXN00000172,CUST000006,2022-06-30 12:52:09,1195.43,withdrawal,1,0,US
TXN00000173,CUST000240,2022-06-30 16:07:09,270.63,withdrawal,1,0,US
TXN00000174,CUST000086,2022-06-30 19:06:09,308.66,transfer,0,1,FR
TXN00000175,CUST000346,2022-06-30 20:57:09,68.05,transfer,0,1,SD
TXN00000176,CUST000064,2022-06-30 22:14:09,298.02,deposit,1,0,US
TXN00000177,CUST000392,2022-07-01 01:54:09,107.6,deposit,1,0,US
TXN00000178,CUST000163,2022-07-01 04:02:09,186.74,deposit,0,1,AE
TXN00000179,CUST000921,2022-07-01 08:15:09,175.73,withdrawal,1,0,US
TXN00000180,CUST000050,2022-07-01 10:59:09,146.61,deposit,1,1,RE
TXN00000181,CUST000140,2022-07-01 14:11:09,1096.53,transfer,0,1,PF
TXN00000182,CUST000041,2022-07-01 15:04:09,228.29,transfer,0,0,US
TXN00000183,CUST000863,2022-07-01 16:32:09,1279.91,transfer,0,1,UM
TXN00000184,CUST000700,2022-07-01 19:50:09,168.72,deposit,1,0,US
TXN00000185,CUST000100,2022-07-01 20:15:09,308.84,transfer,0,0,US
TXN00000186,CUST000360,2022-07-02 01:51:09,6275.62,withdrawal,0,0,US
TXN00000187,CUST000567,2022-07-02 02:11:09,4872.25,payment,0,0,US
TXN00000188,CUST000271,2022-07-02 04:23:09,124.0,transfer,0,0,US
TXN00000189,CUST000252,2022-07-02 11:01:09,227.19,payment,0,0,US
TXN00000190,CUST000093,2022-07-02 12:48:09,280.15,deposit,0,1,MQ
TXN00000191,CUST000033,2022-07-02 16:21:09,147.11,transfer,0,0,US
TXN00000192,CUST000759,2022-07-02 17:31:09,54.73,transfer,0,0,US
TXN00000193,CUST000769,2022-07-02 21:22:09,386.95,payment,0,0,US
TXN00000194,CUST000335,2022-07-03 01:51:09,339.15,transfer,1,1,SX
TXN00000195,CUST000139,2022-07-03 02:06:09,9440.69,transfer,1,0,US
TXN00000196,CUST000144,2022-07-03 04:54:09,10.0,deposit,1,1,IQ
TXN00000197,CUST000432,2022-07-03 14:19:09,275.65,transfer,0,0,US
TXN00000198,CUST000759,2022-07-03 15:01:09,1248.37,withdrawal,1,0,US
TXN00000199,CUST000728,2022-07-03 16:56:09,11.26,deposit,1,1,YE
TXN00000200,CUST000505,2022-07-03 18:04:09,8030.2,deposit,1,0,US
TXN00000201,CUST000343,2022-07-04 03:23:09,8983.46,payment,0,0,US
TXN00000202,CUST000030,2022-07-04 03:32:09,49.39,withdrawal,0,1,BR
TXN00000203,CUST000059,2022-07-04 05:54:09,393.04,payment,0,0,US
TXN00000204,CUST000763,2022-07-04 07:50:09,142.55,payment,0,0,US
TXN00000205,CUST000311,2022-07-04 10:24:09,388.89,payment,0,1,HU
TXN00000206,CUST000004,2022-07-04 11:22:09,148.25,payment,0,0,US
TXN00000207,CUST000036,2022-07-04 11:40:09,112.78,payment,0,1,TT
TXN00000208,CUST000364,2022-07-04 13:13:09,8588.82,withdrawal,1,0,US
TXN00000209,CUST000002,2022-07-04 15:17:09,533.0,deposit,1,0,US
TXN00000210,CUST000059,2022-07-04 17:50:09,344.48,transfer,0,0,US
TXN00000211,CUST000266,2022-07-04 23:00:09,770.26,transfer,0,1,PA
TXN00000212,CUST000393,2022-07-04 23:10:09,278.03,deposit,0,0,US
TXN00000213,CUST000352,2022-07-05 00:49:09,189.16,transfer,0,0,US
TXN00000214,CUST000085,2022-07-05 02:17:09,520.01,transfer,0,0,US
TXN00000215,CUST000416,2022-07-05 03:55:09,308.98,payment,0,0,US
TXN00000216,CUST000091,2022-07-05 04:36:09,266.58,transfer,0,0,US
TXN00000217,CUST000132,2022-07-05 05:37:09,823.91,transfer,0,1,NI
TXN00000218,CUST000458,2022-07-05 08:18:09,11342.25,withdrawal,1,0,US
TXN00000219,CUST000350,2022-07-05 10:40:09,4711.96,transfer,0,1,VA
TXN00000220,CUST000631,2022-07-05 17:29:09,100.85,payment,0,0,US
TXN00000221,CUST000358,2022-07-05 18:33:09,82.88,deposit,1,0,US
TXN00000222,CUST000281,2022-07-05 20:47:09,867.9,withdrawal,1,0,US
TXN00000223,CUST000033,2022-07-05 21:16:09,289.41,transfer,0,0,US
TXN00000224,CUST000153,2022-07-05 21:35:09,213.51,withdrawal,1,0,US
TXN00000225,CUST000103,2022-07-06 00:06:09,10.0,withdrawal,1,1,KI
TXN00000226,CUST000094,2022-07-06 01:54:09,237.72,withdrawal,0,0,US
TXN00000227,CUST001000,2022-07-06 03:01:09,112.95,deposit,1,0,US
TXN00000228,CUST000167,2022-07-06 06:05:09,233.78,withdrawal,1,0,US
TXN00000229,CUST000743,2022-07-06 08:31:09,290.61,payment,0,0,US
TXN00000230,CUST000333,2022-07-06 10:15:09,226.34,transfer,0,1,SH
TXN00000231,CUST000528,2022-07-06 11:12:09,10.0,deposit,0,0,US
TXN00000232,CUST000233,2022-07-06 17:02:09,294.83,withdrawal,1,1,LR
TXN00000233,CUST000287,2022-07-06 19:03:09,165.75,deposit,0,0,US
TXN00000234,CUST000227,2022-07-06 19:21:09,529.02,payment,0,0,US
TXN00000235,CUST000073,2022-07-06 20:06:09,569.29,withdrawal,1,1,MX
TXN00000236,CUST000428,2022-07-06 21:55:09,283.61,payment,0,0,US
TXN00000237,CUST000110,2022-07-06 23:01:09,32.69,withdrawal,1,0,US
TXN00000238,CUST000009,2022-07-06 23:02:09,8480.78,payment,0,0,US
TXN00000239,CUST000346,2022-07-07 01:22:09,226.09,withdrawal,1,0,US
TXN00000240,CUST000065,2022-07-07 01:52:09,51.4,deposit,0,0,US
TXN00000241,CUST000941,2022-07-07 03:48:09,3217.45,deposit,0,0,US
TXN00000242,CUST001000,2022-07-07 12:28:09,2238.46,transfer,0,0,US
TXN00000243,CUST000822,2022-07-07 12:49:09,260.4,withdrawal,1,0,US
TXN00000244,CUST000155,2022-07-07 13:53:09,128.67,withdrawal,0,1,TM
TXN00000245,CUST000006,2022-07-07 17:29:09,283.12,payment,0,0,US
TXN00000246,CUST000879,2022-07-07 20:22:09,166.07,deposit,1,1,SG
TXN00000247,CUST000187,2022-07-07 20:24:09,154.73,withdrawal,1,0,US
TXN00000248,CUST001000,2022-07-07 23:54:09,7581.46,payment,0,0,US
TXN00000249,CUST001000,2022-07-08 02:14:09,69.95,transfer,0,0,US
TXN00000250,CUST000640,2022-07-08 05:07:09,103.06,payment,1,0,US
TXN00000251,CUST000117,2022-07-08 05:28:09,383.36,withdrawal,1,1,MU
TXN00000252,CUST000163,2022-07-08 06:40:09,148.8,withdrawal,1,1,RW
TXN00000253,CUST000635,2022-07-08 07:03:09,303.27,deposit,1,1,GF
TXN00000254,CUST000128,2022-07-08 09:25:09,847.97,payment,0,0,US
TXN00000255,CUST000062,2022-07-08 11:09:09,10726.67,payment,0,1,TV
TXN00000256,CUST000272,2022-07-08 14:39:09,1523.44,payment,0,0,US
TXN00000257,CUST000918,2022-07-08 21:56:09,10.0,withdrawal,1,0,US
TXN00000258,CUST000397,2022-07-08 23:52:09,47.88,payment,0,1,AO
TXN00000259,CUST000282,2022-07-09 00:36:09,185.4,withdrawal,1,0,US
TXN00000260,CUST000035,2022-07-09 02:00:09,326.09,transfer,0,0,US
TXN00000261,CUST000319,2022-07-09 12:01:09,358.51,payment,0,0,US
TXN00000262,CUST001000,2022-07-09 12:29:09,199.91,deposit,1,1,CV
TXN00000263,CUST000051,2022-07-09 15:11:09,135.1,deposit,1,0,US
TXN00000264,CUST000244,2022-07-09 23:18:09,63.23,withdrawal,1,0,US
TXN00000265,CUST000700,2022-07-10 02:00:09,374.45,transfer,0,0,US
TXN00000266,CUST000451,2022-07-10 03:44:09,120.94,withdrawal,1,0,US
TXN00000267,CUST000399,2022-07-10 04:00:09,195.12,withdrawal,1,0,US
TXN00000268,CUST000405,2022-07-10 04:14:09,293.8,payment,0,0,US
TXN00000269,CUST000149,2022-07-10 13:04:09,665.61,withdrawal,1,0,US
TXN00000270,CUST000116,2022-07-10 18:12:09,82.98,deposit,1,0,US
TXN00000271,CUST000553,2022-07-10 22:01:09,200.08,transfer,0,0,US
TXN00000272,CUST000554,2022-07-10 23:51:09,23.92,payment,1,0,US
TXN00000273,CUST000673,2022-07-11 00:24:09,160.55,deposit,1,1,CN
TXN00000274,CUST000815,2022-07-11 00:28:09,87.02,transfer,0,0,US
TXN00000275,CUST000239,2022-07-11 00:52:09,829.99,deposit,1,0,US
TXN00000276,CUST000233,2022-07-11 00:55:09,1507.93,transfer,0,1,DE
TXN00000277,CUST000534,2022-07-11 03:09:09,167.99,withdrawal,1,0,US
TXN00000278,CUST000350,2022-07-11 04:54:09,354.08,withdrawal,1,0,US
TXN00000279,CUST000404,2022-07-11 13:17:09,224.27,transfer,0,0,US
TXN00000280,CUST000530,2022-07-11 13:24:09,111.56,payment,0,0,US
TXN00000281,CUST000736,2022-07-11 15:32:09,4370.1,transfer,0,0,US
TXN00000282,CUST000138,2022-07-11 19:19:09,10.0,payment,0,1,CY
TXN00000283,CUST000157,2022-07-12 02:53:09,236.79,transfer,1,0,US
TXN00000284,CUST000033,2022-07-12 06:23:09,262.6,deposit,1,0,US
TXN00000285,CUST000288,2022-07-12 06:31:09,94.17,withdrawal,1,1,GU
TXN00000286,CUST000013,2022-07-12 08:22:09,143.6,payment,0,0,US
TXN00000287,CUST000209,2022-07-12 08:25:09,731.3,transfer,0,0,US
TXN00000288,CUST000261,2022-07-12 10:34:09,9194.7,payment,1,0,US
TXN00000289,CUST000113,2022-07-12 10:44:09,10.0,deposit,1,0,US
TXN00000290,CUST000298,2022-07-12 11:24:09,104.47,withdrawal,1,0,US
TXN00000291,CUST000011,2022-07-12 15:10:09,96.99,withdrawal,0,0,US
TXN00000292,CUST000013,2022-07-12 15:45:09,327.45,withdrawal,1,1,MV
TXN00000293,CUST000577,2022-07-13 01:29:09,245.86,withdrawal,1,0,US
TXN00000294,CUST000149,2022-07-13 01:37:09,278.18,withdrawal,1,0,US
TXN00000295,CUST000046,2022-07-13 03:45:09,307.39,transfer,0,0,US
TXN00000296,CUST000247,2022-07-13 04:46:09,278.18,withdrawal,1,0,US
TXN00000297,CUST000490,2022-07-13 12:41:09,216.0,deposit,1,0,US
TXN00000298,CUST000082,2022-07-13 16:24:09,927.71,transfer,0,0,US
TXN00000299,CUST000326,2022-07-13 16:47:09,584.88,transfer,0,0,US
TXN00000300,CUST000030,2022-07-13 17:03:09,7155.62,transfer,0,1,LU
TXN00000301,CUST000018,2022-07-13 17:53:09,51.67,transfer,1,1,BE
TXN00000302,CUST000253,2022-07-13 19:03:09,13029.95,payment,0,0,US
TXN00000303,CUST000260,2022-07-13 20:36:09,134.74,transfer,1,0,US
TXN00000304,CUST000339,2022-07-13 22:37:09,241.25,payment,0,0,US
TXN00000305,CUST000432,2022-07-14 00:36:09,291.93,transfer,0,0,US
TXN00000306,CUST001000,2022-07-14 02:14:09,220.42,withdrawal,1,0,US
TXN00000307,CUST000243,2022-07-14 06:03:09,405.91,withdrawal,1,0,US
TXN00000308,CUST000131,2022-07-14 10:27:09,1738.06,transfer,0,0,US
TXN00000309,CUST000529,2022-07-14 11:01:09,181.63,transfer,0,0,US
TXN00000310,CUST000106,2022-07-14 12:51:09,492.94,transfer,0,0,US
TXN00000311,CUST000193,2022-07-14 20:22:09,250.85,deposit,1,1,RU
TXN00000312,CUST000028,2022-07-15 00:41:09,497.37,transfer,0,0,US
TXN00000313,CUST000009,2022-07-15 01:35:09,1136.8,transfer,0,0,US
TXN00000314,CUST001000,2022-07-15 11:28:09,10.0,transfer,0,1,AX
TXN00000315,CUST000603,2022-07-15 11:54:09,6464.39,transfer,0,0,US
TXN00000316,CUST000397,2022-07-15 14:13:09,111.47,payment,0,0,US
TXN00000317,CUST000176,2022-07-15 21:13:09,423.84,withdrawal,1,0,US
TXN00000318,CUST000064,2022-07-16 01:00:09,7487.27,deposit,1,0,US
TXN00000319,CUST000057,2022-07-16 01:49:09,174.6,payment,0,0,US
TXN00000320,CUST000097,2022-07-16 02:24:09,268.27,deposit,0,0,US
TXN00000321,CUST000266,2022-07-16 05:23:09,10.0,transfer,0,0,US
TXN00000322,CUST000418,2022-07-16 18:46:09,168.22,deposit,0,0,US
TXN00000323,CUST000360,2022-07-16 18:59:09,717.56,deposit,1,0,US
TXN00000324,CUST000110,2022-07-16 22:21:09,4916.02,deposit,1,0,US
TXN00000325,CUST001000,2022-07-17 00:56:09,139.99,withdrawal,1,0,US
TXN00000326,CUST000447,2022-07-17 01:05:09,212.19,deposit,1,0,US
TXN00000327,CUST000270,2022-07-17 04:59:09,290.77,deposit,1,0,US
TXN00000328,CUST000316,2022-07-17 05:28:09,197.76,transfer,0,1,ZA
TXN00000329,CUST000182,2022-07-17 12:02:09,10.0,transfer,0,0,US
TXN00000330,CUST000095,2022-07-17 13:59:09,338.29,payment,0,0,US
TXN00000331,CUST000147,2022-07-17 14:40:09,6953.44,payment,0,0,US
TXN00000332,CUST000473,2022-07-17 16:27:09,113.15,withdrawal,1,1,PH
TXN00000333,CUST000005,2022-07-17 16:46:09,360.97,payment,0,1,PG
TXN00000334,CUST000042,2022-07-17 18:50:09,1918.97,transfer,0,0,US
TXN00000335,CUST000016,2022-07-17 18:59:09,1009.63,transfer,0,0,US
TXN00000336,CUST000014,2022-07-17 21:29:09,3371.53,transfer,0,0,US
TXN00000337,CUST000645,2022-07-18 04:33:09,3308.21,deposit,0,0,US
TXN00000338,CUST000406,2022-07-18 14:15:09,132.28,transfer,0,1,KR
TXN00000339,CUST000215,2022-07-18 19:17:09,143.73,withdrawal,1,0,US
TXN00000340,CUST000035,2022-07-18 22:56:09,61.02,deposit,1,0,US
TXN00000341,CUST000226,2022-07-18 23:29:09,166.92,deposit,1,0,US
TXN00000342,CUST000214,2022-07-19 00:31:09,348.18,deposit,1,1,YE
